X.clade_name	clade_taxid	p1	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p2	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p3	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p4	p40	p41	p42	p43	p44	p45	p46	p47	p48	p49	p5	p6	p7	p8	p9
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	2|976|200643|171549|2005525|375288|46503	  0.27086	 0.00930	NA	 0.27796	 0.41637	 2.29540	 0.09430	 0.74122	 1.54771	 0.43736	 0.57195	  1.29139	  0.67565	  2.04818	NA	 1.28189	  0.27741	 0.04192	 0.33449	  1.36664	NA	NA	 0.37693	 0.86128	 0.24400	NA	  0.14374	NA	  0.79774	NA	 1.68669	NA	  0.37331	 0.80753	  0.29807	  0.60095	  0.39533	  0.02753	  0.58693	 4.02632	NA	  0.58605	  1.47384	 0.19342	  0.27287	 0.25059	 0.65658	  1.52096	NA
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	2|201174|84998|1643822|1643826|447020|446660	  0.21226	 0.01049	 0.08527	 0.10149	 0.05041	 0.13366	NA	NA	NA	 0.32213	 0.01136	  0.14771	  0.00114	  0.04733	 0.06301	 0.01791	NA	NA	 0.26497	NA	NA	 0.12739	 0.02280	 0.04468	NA	NA	  0.06811	NA	  0.06080	NA	 0.03028	  0.03599	  0.18765	NA	  0.02735	  0.00507	  0.13358	  0.60760	  0.05194	 0.06187	NA	  0.05014	  0.07292	 0.18503	  0.03327	 0.02389	 0.00901	NA	  0.03845
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257	2|1239|186801|186802|186803|572511|1262756	  0.20420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.01623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	2|976|200643|171549|1853231|574697|544645	  0.19739	NA	 0.59019	 0.09851	 0.01611	NA	 0.02161	 0.05462	 0.98803	 0.00370	 0.24961	  0.07916	  0.09585	  0.06639	NA	NA	  0.09390	 0.21759	 0.18728	  0.02724	NA	 0.09670	 0.00896	 0.02401	 0.00755	NA	  0.12576	NA	  0.12646	NA	NA	NA	NA	 0.12185	  0.01500	NA	NA	NA	NA	 0.08723	 0.01354	  0.00890	  0.02710	 0.52866	  0.02440	 0.06001	 0.18068	  0.51004	  0.01840
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	2|1239|186801|186802|186803|841|360807	  0.19342	 0.15416	 0.39842	 0.67218	 0.61445	 2.16417	 0.56581	 0.27797	 0.01151	 0.21393	 0.30748	  0.37713	  0.53178	  0.45536	 0.07005	 0.64356	  0.18457	 0.16700	 0.73082	  0.23448	  0.07451	 1.24941	 0.60094	 0.25019	 1.29400	  2.07010	  0.30339	 0.03048	  1.32837	  1.52851	 0.75499	  0.04665	  1.14520	 0.59256	  0.02616	  0.11124	  0.24201	NA	  0.30702	 1.12773	 0.12511	  1.95326	  0.23477	NA	NA	 0.01393	 0.17597	  3.76517	  0.01330
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus	2|201174|84998|1643822|1643826|553372|394340	  0.18452	 0.02195	 0.23237	 0.03951	 0.06643	 0.26295	NA	NA	NA	 0.78836	 0.02048	  0.32715	  0.00398	  0.04739	 0.13841	 0.07153	NA	NA	 0.31635	  0.00138	NA	 0.02471	 0.03796	 0.10760	NA	NA	  0.05066	NA	  0.03844	NA	 0.04052	  0.02849	  0.46106	 0.00953	  0.03598	  0.00474	  0.09248	  0.31137	  0.01744	 0.05562	NA	  0.10569	  0.12538	 0.09827	  0.07429	 0.10496	 0.02935	NA	  0.14478
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	2|976|200643|171549|171550|239759|328814	  0.16766	 0.24738	NA	 0.06123	 0.53129	 0.00923	 0.01278	 0.03539	 0.40762	 0.33048	 0.91396	  1.18201	  0.12942	  0.31609	NA	 1.16403	  0.37136	 0.03428	 0.39575	  0.14597	NA	 0.43323	 0.79683	 0.50007	 0.10477	NA	  0.22803	 0.00484	  0.27976	NA	 0.16851	NA	  0.02732	 0.06366	  0.06429	  1.19342	  0.14523	  0.11097	NA	 0.85395	NA	  0.03672	  0.24510	 0.18310	  0.00755	 0.38450	 0.09598	  0.11986	  0.12090
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	2|976|200643|171549|815|816|818	  0.16634	 0.01843	NA	 0.55918	 0.52370	 0.55320	NA	NA	 3.04400	 0.51311	 0.26429	  0.16072	  0.05558	  2.23999	NA	 1.36521	  0.02021	 0.95778	 0.58922	  2.96643	  0.22078	 1.62317	 1.22479	 0.06743	 0.28317	NA	  0.33238	 0.01293	  0.09380	  6.27830	NA	  0.09488	NA	 0.00855	NA	NA	  0.01252	NA	  1.38209	 0.01006	NA	NA	  0.57093	 0.86556	  0.47054	 0.09602	 0.68947	  0.19747	  0.80105
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	2|976|200643|171549|815|816|817	  0.15519	NA	 0.69293	NA	 0.01891	 0.74325	NA	NA	 0.38918	 0.04983	NA	  0.18161	NA	NA	 5.36640	 0.10973	NA	NA	 0.83548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 16.90208	NA	 0.38928	NA	NA	  0.08595	 0.09538	  1.07447	 0.02033	NA	NA	  0.11623
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	2|976|200643|171549|171550|239759|214856	  0.14914	 0.24821	 1.35191	 0.13986	 0.87657	 8.25108	 0.01075	 0.13736	 0.00538	 0.10049	 3.00472	  0.54476	  0.27485	  2.38122	NA	13.28672	  0.01570	NA	 1.71330	  0.88421	  0.00331	 0.01580	 0.05899	 0.07029	10.39986	NA	  0.04253	 0.00216	  1.71055	NA	 0.27132	  0.23782	NA	 0.05679	  0.16609	  0.02828	  0.01102	  0.16353	  5.39318	 0.06014	 0.24221	  0.38555	  0.49974	 0.05366	  0.16055	 0.07177	 0.20123	  2.31966	  0.06454
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	2|976|200643|171549|2005525|375288|387661	  0.14371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.01917	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	2|1224|28216|80840|75682|846|847	  0.13960	NA	NA	NA	NA	NA	NA	NA	NA	 0.09125	NA	NA	NA	NA	 0.21270	 0.13796	NA	NA	 0.04480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00873	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans	2|1239|186801|186802|186803|2039240|160404	  0.13162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	2|976|200643|171549|2005519|1348911|1099853	  0.12276	 0.02661	NA	NA	 0.46383	NA	NA	NA	NA	 0.09531	 0.02557	  0.09494	  0.02333	  0.10681	NA	NA	NA	NA	NA	NA	NA	 0.01555	 1.96360	 0.38648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00656	NA	NA	NA	NA	  0.01724	  0.03960	NA	  0.01688	 0.05534	 0.20978	  0.19627	  0.08482
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	2|1239|186801|186802|186803|841|301301	  0.11337	 2.29441	 0.02338	 2.95651	 0.18738	 0.17890	 0.20252	 0.29791	 0.88761	 0.40288	 0.54159	NA	  0.14078	NA	 0.05324	 0.77371	  0.19411	 0.39875	 0.01981	  0.88998	NA	NA	 1.18321	 0.06076	 0.68566	NA	NA	 0.05928	  0.12325	  0.09823	 1.12378	  0.17820	  0.04055	 0.31290	  0.52025	  0.17387	  0.23791	NA	  0.58674	 0.27457	 0.01285	  0.20704	  0.48271	 0.21384	  0.29875	 0.24293	 0.11037	  0.81753	  0.41330
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	2|1239|91061|186826|1300|1301|1304	  0.10374	 0.47129	 0.03067	 0.11052	 0.05517	 0.24430	 0.11782	NA	 0.02972	 0.24628	 0.00218	  0.01800	  0.06601	  0.48138	 0.00856	 0.05390	  0.53776	 0.83174	 0.11511	  0.01804	  0.05792	 0.00448	 0.00285	 0.00636	NA	  0.62152	  0.00502	NA	  0.02046	  0.00732	 0.83490	  2.32251	NA	 0.03046	  0.24006	NA	  1.27284	NA	  0.00461	 0.19888	 0.64787	  1.07963	  0.00253	 0.10361	  0.03586	 0.00785	 0.04719	  0.04767	  0.09992
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium	2|1798710||1906119|||2137880	  0.10353	 0.00574	NA	NA	NA	 2.53189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00234	NA	NA	  0.03163
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum	2|1239|186801|186802|186803|1506553|84030	  0.10036	NA	NA	NA	NA	NA	NA	NA	NA	 0.06470	NA	  0.00364	  0.00394	  0.01343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.01269	NA	NA	NA	 0.07808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	2|1239|186801|186802|186803|1432051|1720294	  0.09443	NA	NA	NA	NA	NA	NA	NA	 0.27141	NA	NA	NA	NA	NA	 0.07517	NA	NA	NA	NA	NA	NA	NA	 0.00162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00299	NA	NA	NA	  0.00419
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	2|1239|526524|526525|128827|1505663|29348	  0.08650	NA	 0.05506	NA	NA	 0.10740	NA	NA	NA	NA	 0.00882	NA	NA	NA	 0.11215	 0.00319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.03495	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	2|1239|186801|186802|541000|1905344|1550024	  0.08361	 0.20701	 0.12576	 0.04485	 0.04296	 0.05219	 0.02956	 0.02644	 0.59178	 0.08761	 0.16389	  0.10594	  0.05525	  1.04928	 0.48388	 0.33196	NA	NA	 0.06751	NA	NA	NA	 0.10022	NA	NA	NA	  0.74986	 0.56342	  0.03624	NA	 0.05233	  0.01124	  0.02693	 0.23497	NA	NA	NA	  1.21791	  0.29172	 0.24722	NA	  0.00209	  0.01398	 0.10283	  0.10888	 0.40158	 0.01520	  0.16640	  0.01089
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris	2|1224|28216|80840|995019|1918598|1796652	  0.08343	NA	 0.00703	 0.08782	NA	NA	NA	NA	 0.01082	NA	NA	NA	NA	NA	 0.00459	 0.01533	NA	NA	NA	NA	NA	NA	 0.03146	NA	NA	NA	NA	NA	  0.02494	  0.01263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.08690	NA	  0.01779	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	2|1239|186801|186802||2172004|2108523	  0.07864	 0.06124	 0.01357	NA	NA	 0.08608	 0.01549	 0.02733	 0.03071	 0.21705	 0.02017	  0.08863	  0.03994	  0.03609	 0.11956	 0.06168	  0.00517	NA	 0.02238	NA	NA	NA	 0.01347	NA	NA	NA	  0.02305	NA	NA	NA	 0.00794	  0.03578	  0.01572	 0.24038	NA	  0.00371	NA	NA	  0.03535	 0.01156	NA	NA	NA	 0.03039	  0.00870	 0.03770	 0.09408	  0.02194	  0.00904
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_145	2|1239|||||1263005	  0.05737	 0.01310	 0.00803	NA	NA	 0.01855	 0.00119	 0.01068	NA	 0.09769	 0.02938	NA	  0.03315	NA	 0.02343	 0.04901	NA	NA	NA	NA	NA	NA	 0.01622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.20463	NA	NA	NA	NA	NA	 0.00390	NA	NA	NA	NA	  0.18404	NA	NA	NA	  0.00147
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	2|1239|186801|186802|186803|572511|33038	  0.04852	 6.33368	 0.00233	NA	NA	 0.00294	NA	NA	 1.75311	NA	NA	  0.00609	NA	  0.03713	NA	NA	NA	NA	 0.05717	  8.48772	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.09570	NA	NA	NA	 0.63794	NA	NA	NA	NA	NA	 0.49792	NA	NA	NA	NA	  0.01403	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	2|1239|186801|186802|186803|1769710|1653434	  0.04733	NA	NA	NA	NA	NA	NA	NA	 0.31571	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.03341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.17639	 0.03298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	2|1239|186801|186802|541000|946234|292800	  0.04111	 0.01174	 0.01861	NA	NA	 0.06133	NA	NA	 0.51975	 0.04133	NA	  0.10875	  0.01481	  0.51491	 0.12558	 0.10640	  0.01336	NA	 0.09774	NA	NA	NA	NA	NA	NA	NA	  0.04370	 0.04168	NA	  1.03252	 0.04714	NA	  0.03333	 0.35463	NA	  0.01552	  0.01636	  0.04402	  0.19743	 0.13795	NA	  0.01938	NA	 0.00177	  0.04526	NA	 0.03510	  0.07074	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	2|1239|186801|186802|186803|572511|53443	  0.03104	NA	 0.00906	NA	NA	NA	NA	NA	NA	NA	NA	  0.00456	  0.17223	  0.05505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.01574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.39196	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95	2|1239|||||1262988	  0.02871	 0.08924	NA	NA	 0.23973	NA	 0.07273	 0.20805	NA	 0.03101	 0.19359	NA	NA	  0.01676	NA	 0.02342	NA	NA	 0.01339	  0.08460	NA	 0.05638	 1.40623	NA	 0.08227	NA	  0.72813	 1.31155	NA	NA	 0.01043	  0.02628	  0.00172	NA	NA	NA	NA	NA	NA	NA	NA	  0.00336	NA	 0.13609	NA	 0.02478	 0.01212	NA	  0.21666
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	2|976|200643|171549|815|816|371601	  0.02848	 0.02249	NA	NA	 0.21400	 0.30641	 0.02679	 0.00875	 0.01483	 0.01574	 0.06221	  0.06748	  0.08727	  0.03586	NA	NA	  0.00284	 0.00365	 0.21195	NA	NA	 0.02291	 0.09136	 0.04222	 0.03304	NA	  0.15584	NA	NA	NA	NA	NA	NA	 0.02398	NA	  0.02462	  0.01806	NA	NA	 1.76477	NA	  0.00297	NA	 0.00742	  1.36091	 0.08771	 0.23779	  0.12245	NA
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	2|201174|84998|84999|84107|102106|147206	  0.02668	 0.08011	 0.00387	 0.00401	 0.01765	 0.02481	 0.01850	 0.03238	NA	 0.01502	 0.00326	  0.25980	  0.01071	  0.04749	NA	 0.01133	NA	NA	 0.01650	  0.00470	  0.00483	 0.03260	 0.00111	NA	NA	  0.00345	  0.11717	 0.00169	  0.00601	NA	NA	  0.00153	  0.01121	 0.05449	  0.03234	  0.00925	  0.01584	NA	NA	 0.00190	 0.00065	  0.03167	NA	 0.03197	NA	 0.03481	 0.02594	  0.01052	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138	2|1239|186801|186802|186803|1506553|1965560	  0.02648	NA	NA	NA	NA	NA	NA	NA	NA	 0.00844	NA	NA	NA	NA	 0.02178	NA	NA	NA	NA	NA	NA	NA	 0.01402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	2|1239|186801|186802|186806|264995|214853	  0.02464	NA	NA	NA	NA	NA	NA	NA	 0.03709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317	2|1239|186801|186802|186803|189330|1262873	  0.02390	NA	 0.04597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.06501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.00431	NA	NA	NA	NA	NA	 0.01698	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139	2|1224|||||1262986	  0.02246	 0.00283	 0.62747	 0.03297	NA	NA	NA	NA	 0.61543	NA	NA	NA	NA	  0.02707	 0.03135	 0.04720	NA	NA	 0.00913	NA	NA	NA	 0.05727	NA	NA	NA	NA	NA	  0.03454	  1.35313	 0.05974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.10330	NA	  0.05979	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	2|201174|84998|1643822|1643826|644652|471189	  0.02064	 0.00386	 0.14371	NA	NA	 0.01908	NA	 0.00973	 0.06727	 0.09372	 0.00362	  0.11876	NA	  0.04447	 0.07021	 0.00723	NA	NA	 0.22005	NA	NA	NA	 0.01074	NA	NA	NA	NA	NA	  0.06341	NA	 0.14591	NA	  0.05549	 0.01681	  0.07757	NA	NA	  1.11128	NA	 0.00589	NA	  0.12786	  0.04455	NA	  0.09692	 0.01451	NA	  0.01881	  0.02486
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora	2|1239|186801|186802|541000|1892380|1849041	  0.01957	NA	NA	NA	NA	NA	NA	NA	 0.01266	 0.01611	NA	NA	NA	NA	NA	NA	NA	NA	 0.01740	NA	NA	NA	 0.00222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.02707	NA	NA	NA	  0.00426	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_58	2|1239|186801|186802|31979|1485|1262824	  0.01337	 0.00748	 0.08402	NA	NA	 0.01458	NA	 0.00830	NA	NA	 0.00076	  0.08064	  0.06891	NA	NA	 0.02055	  0.06184	NA	 0.42171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.12902	NA	NA	 0.11852	NA	NA	NA	NA	NA	 0.20944	NA	  0.04151	NA	NA	  0.13000	NA	 0.03266	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum	2|1239|526524|526525|128827|1505663|1522	  0.00716	NA	NA	NA	NA	NA	NA	NA	 0.13444	NA	NA	  0.00838	  0.00325	  0.36325	 0.12988	NA	NA	NA	 0.04133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.03670	NA	NA	NA	NA	NA	NA	NA	  0.00961	NA	 0.00986	NA	NA	NA	 0.07049	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	2|1239|186801|186802|186804|1505657|261299	  0.00617	 0.21003	 0.00348	NA	 0.39123	NA	NA	NA	 0.02070	NA	 0.00687	NA	NA	  0.64919	 0.05153	NA	NA	NA	NA	  0.24804	NA	 0.10497	NA	NA	NA	  0.36860	  0.26618	NA	NA	  0.25198	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.01280	NA	NA	NA	NA	NA	NA	NA	  0.01021	NA
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_sp_CAG_439	2|32066|203490|203491|203492|848|1262899	  0.00513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.02556
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris	2|201174|84998|1643822|1643826|580024|671266	  0.00377	NA	 0.00656	NA	NA	 0.00407	NA	NA	NA	 0.02034	NA	  0.00434	NA	  0.00060	 0.00064	 0.00025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00241	NA	NA	NA	NA	  0.01135	NA	NA	NA	NA	NA	NA	  0.00219	 0.00057	NA	  0.00211	  0.00161
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	2|1239|186801|186802||1392389|1297617	  0.00369	 0.02186	 0.02747	NA	 0.02880	NA	NA	NA	 0.09875	 0.00821	NA	  0.18767	NA	  0.01812	NA	 0.00981	NA	 0.10039	NA	NA	NA	NA	NA	NA	NA	NA	  0.26819	NA	NA	NA	 0.01079	  0.02168	NA	 0.01331	NA	  0.00770	NA	  0.00458	  0.01893	 0.22319	NA	  0.00083	NA	NA	  0.02465	NA	 0.00281	NA	  0.01201
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae	2|1239|186801|186802|186803|1506553|208479	  0.00363	NA	NA	NA	NA	NA	NA	NA	 0.75473	NA	NA	NA	  0.00397	  0.04229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 0.03047	NA	NA	NA	  0.09030	NA	 0.02465	NA	NA	NA	NA	NA	NA	NA	NA	  0.00133
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	2|1239|186801|186802|186806|1730|1262889	  0.00347	 0.44707	 0.07198	NA	 0.61600	 0.36110	 1.17120	 0.48242	NA	 0.03041	 0.29507	  0.21721	NA	NA	 0.01985	 0.16451	  0.05061	 0.07159	 1.47487	  0.01520	  0.03000	 0.38998	 0.01644	NA	 0.06736	  0.00109	NA	 0.02374	  0.28603	  0.03050	 0.19765	  0.25863	NA	 0.17405	  0.05927	  0.16990	NA	NA	  0.26650	NA	 0.11144	  0.00175	  0.10464	 0.04236	  0.07050	 0.01740	 0.83224	  0.03469	  0.12447
